Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Predicted_global_active_power
1.394,0.116,242.3,5.8,0.0,0.0,18.0,1.4081930714285713
1.38,0.114,242.73,5.6,0.0,0.0,18.0,1.3846871670274161
1.32,0.0,242.98,5.4,0.0,0.0,18.0,1.315654137085137
1.294,0.0,242.83,5.2,0.0,0.0,18.0,1.2913202936507946
1.36,0.0,242.41,5.6,0.0,1.0,18.0,1.3663712799422811
1.294,0.0,242.88,5.2,0.0,0.0,18.0,1.293541912698416
1.376,0.0,243.87,5.6,0.0,0.0,18.0,1.3687274300144299
1.354,0.0,244.16,5.4,0.0,0.0,18.0,1.3307633730158719
1.324,0.0,243.83,5.4,0.0,0.0,19.0,1.3201137582972573
1.306,0.0,244.08,5.2,0.0,0.0,18.0,1.3034425530303029
1.31,0.0,243.24,5.4,0.0,1.0,18.0,1.3209513174603171
1.29,0.0,243.17,5.2,0.0,0.0,18.0,1.2919074038461533
1.306,0.0,242.75,5.4,0.0,0.0,18.0,1.306628305555556
1.27,0.0,241.3,5.2,0.0,0.0,18.0,1.2736763823398827
1.298,0.0,241.98,5.2,0.0,0.0,18.0,1.2964245111832613
1.28,0.0,240.86,5.2,0.0,0.0,18.0,1.2782063690476202
1.276,0.0,241.32,5.2,0.0,0.0,17.0,1.2756983979076484
1.302,0.0,242.3,5.4,0.0,1.0,18.0,1.3124263333333326
1.292,0.0,242.55,5.2,0.0,0.0,18.0,1.2916209444444444
1.306,0.0,242.09,5.4,0.0,0.0,18.0,1.3080174206349215
1.282,0.0,241.6,5.2,0.0,0.0,18.0,1.2805340595238104
1.284,0.0,240.18,5.2,0.0,0.0,18.0,1.2678009758297266
1.268,0.0,240.44,5.2,0.0,0.0,18.0,1.2708007817460314
1.292,0.0,240.85,5.2,0.0,1.0,17.0,1.2802677539682552
1.274,0.0,241.2,5.2,0.0,0.0,18.0,1.2718766763514266
1.292,0.0,241.5,5.2,0.0,0.0,18.0,1.2804436547619056
1.314,0.0,240.89,5.4,0.0,0.0,18.0,1.3193021031746028
1.384,0.106,239.92,5.8,0.0,0.0,17.0,1.394174789321789
1.358,0.1,239.48,5.6,0.0,0.0,18.0,1.3540894231046727
1.374,0.104,239.54,5.6,0.0,1.0,17.0,1.3577283394660897
1.394,0.144,238.22,5.8,0.0,0.0,18.0,1.3933574166666676
1.426,0.198,237.57,6.0,0.0,0.0,17.0,1.4237970220057716
1.424,0.2,239.04,6.0,0.0,0.0,18.0,1.4241143589466088
1.552,0.202,238.56,6.4,0.0,0.0,17.0,1.5344144350649354
1.544,0.202,239.6,6.4,0.0,0.0,18.0,1.5387754231601727
1.55,0.208,239.88,6.4,0.0,1.0,17.0,1.5410495714285708
1.53,0.202,239.68,6.4,0.0,0.0,18.0,1.53779401046176
1.54,0.204,239.08,6.4,0.0,0.0,17.0,1.5395793636363635
1.512,0.198,238.47,6.4,0.0,0.0,18.0,1.521262605699856
1.504,0.162,238.7,6.2,0.0,0.0,17.0,1.4873779285714286
1.53,0.0,239.1,6.4,0.0,0.0,18.0,1.533029556166057
1.692,0.0,239.46,7.0,0.0,1.0,17.0,1.6898170000000001
1.448,0.0,238.96,6.0,0.0,0.0,18.0,1.4448012391774887
1.504,0.0,239.55,6.2,0.0,0.0,17.0,1.4954265945165945
1.622,0.0,240.13,6.6,0.0,0.0,18.0,1.6019629444444454
1.612,0.0,239.82,6.6,0.0,0.0,18.0,1.6016115277777783
1.446,0.0,240.51,6.0,0.0,0.0,17.0,1.4470488571428572
1.432,0.0,239.96,5.8,0.0,1.0,18.0,1.41059130952381
1.446,0.0,239.18,6.0,0.0,0.0,17.0,1.4435378690476184
1.422,0.0,238.75,5.8,0.0,0.0,18.0,1.405515718253969
1.436,0.0,238.38,6.0,0.0,0.0,17.0,1.441409567460317
1.562,0.0,239.07,6.4,0.0,0.0,18.0,1.533029556166057
1.56,0.0,239.79,6.4,0.0,1.0,17.0,1.5427743690476192
1.692,0.0,239.13,7.0,0.0,0.0,18.0,1.690729666666667
1.988,0.0,239.39,8.4,0.0,0.0,17.0,1.9485746049783552
2.274,0.0,238.75,9.4,0.0,0.0,18.0,2.268688694444446
2.292,0.0,238.81,9.6,0.0,0.0,17.0,2.2998451489898972
2.268,0.0,238.56,9.4,0.0,0.0,18.0,2.2688576944444456
2.294,0.0,238.95,9.6,0.0,0.0,17.0,2.3080376767676754
2.264,0.0,238.23,9.4,0.0,0.0,18.0,2.267002361111112
2.276,0.0,237.87,9.4,0.0,1.0,17.0,2.2701027449494946
2.258,0.0,237.88,9.4,0.0,0.0,17.0,2.2647581984126988
2.276,0.0,237.74,9.4,0.0,0.0,18.0,2.2673714087301593
2.264,0.0,237.79,9.4,0.0,0.0,17.0,2.2651855793650797
2.332,0.0,238.09,9.8,0.0,0.0,17.0,2.328351672438671
2.276,0.092,237.59,9.6,0.0,0.0,18.0,2.286808975829727
2.112,0.1,237.95,8.8,0.0,1.0,17.0,2.095297864718616
2.1,0.096,238.62,8.8,0.0,0.0,17.0,2.0979324401154402
2.146,0.11,238.45,9.0,0.0,0.0,18.0,2.137709736291487
2.09,0.096,238.1,8.8,0.0,0.0,17.0,2.0949958210678217
3.036,0.34,238.2,13.2,0.0,0.0,18.0,3.109818003246753
3.588,0.474,236.16,15.4,0.0,0.0,17.0,3.6115352341269853
3.704,0.538,235.74,15.8,0.0,1.0,17.0,3.699373031746033
3.628,0.564,236.69,15.4,0.0,0.0,17.0,3.6287165793650824
3.628,0.564,236.62,15.4,0.0,0.0,17.0,3.620254182539686
3.624,0.552,236.53,15.4,0.0,0.0,17.0,3.6184603730158766
3.726,0.556,237.05,15.8,0.0,0.0,17.0,3.7336248055555563
3.762,0.562,237.59,16.0,0.0,0.0,18.0,3.7680272817460327
3.996,0.606,236.92,17.0,0.0,1.0,17.0,4.030060900793648
3.798,0.422,235.93,16.2,0.0,0.0,17.0,3.814141795815295
3.904,0.416,236.0,16.6,0.0,0.0,17.0,3.85261064990565
3.85,0.348,235.79,16.4,0.0,0.0,17.0,3.859743903873903
2.36,0.0,238.05,9.8,0.0,0.0,17.0,2.3247245414862907
2.306,0.0,238.26,9.6,0.0,1.0,18.0,2.2951518899711387
2.292,0.0,238.68,9.6,0.0,0.0,17.0,2.2957788156565635
2.322,0.0,239.38,9.6,0.0,0.0,18.0,2.3203879841269837
2.352,0.0,238.89,9.8,0.0,0.0,17.0,2.352901323593073
2.448,0.0,239.51,10.2,0.0,0.0,18.0,2.4444116807359304
2.502,0.0,239.56,10.4,0.0,0.0,17.0,2.4859580659340663
2.368,0.0,238.32,9.8,0.0,0.0,18.0,2.3532477438672434
2.542,0.0,237.88,10.6,0.0,0.0,17.0,2.492838942279943
2.814,0.0,237.33,11.8,0.0,1.0,17.0,2.802218246031745
2.822,0.0,237.61,11.8,0.0,0.0,18.0,2.805693920634919
2.918,0.0,237.34,12.2,0.0,0.0,17.0,2.9001094563492056
2.638,0.0,236.97,11.0,0.0,0.0,17.0,2.6174109722222196
2.744,0.0,236.85,11.6,0.0,0.0,17.0,2.749304666305918
2.734,0.0,236.65,11.4,0.0,0.0,17.0,2.7159435000000034
2.764,0.0,237.17,11.6,0.0,1.0,18.0,2.7589756388888897
2.656,0.0,237.18,11.2,0.0,0.0,17.0,2.6611576468253957
2.694,0.084,237.95,11.4,0.0,0.0,17.0,2.691323173160173
3.696,0.14,236.05,15.6,0.0,0.0,17.0,3.6778169855699843
2.948,0.23,237.41,12.6,0.0,2.0,18.0,2.9812643603896105
2.654,0.29,237.75,11.6,0.0,1.0,17.0,2.7121987247474744
2.364,0.384,237.19,10.4,0.0,2.0,17.0,2.4018418968253963
2.248,0.376,236.37,9.8,0.0,1.0,17.0,2.273527981962482
2.068,0.388,237.15,9.0,0.0,2.0,17.0,2.1409109585137087
1.612,0.356,237.3,6.8,0.0,1.0,18.0,1.6006599444444445
1.988,0.238,236.94,8.4,0.0,2.0,17.0,1.9495084357864356
1.872,0.216,237.3,7.8,0.0,2.0,17.0,1.8484724365079368
1.818,0.214,237.88,7.6,0.0,1.0,17.0,1.7971845404040403
1.842,0.238,237.56,7.8,0.0,2.0,18.0,1.8421199047619046
2.242,0.376,238.32,9.4,0.0,1.0,17.0,2.1955849707792217
2.294,0.21,238.44,9.6,0.0,2.0,18.0,2.2847496056998566
2.282,0.274,238.14,9.6,0.0,1.0,17.0,2.2728999433621935
2.138,0.316,238.5,9.0,0.0,2.0,17.0,2.135057057720058
2.126,0.314,238.95,9.0,0.0,1.0,18.0,2.1276405616883114
2.112,0.262,239.63,8.8,0.0,2.0,17.0,2.087652000000001
2.034,0.184,239.16,8.4,0.0,1.0,18.0,1.9495121410533907
2.04,0.186,238.43,8.6,0.0,2.0,17.0,2.0112533492063496
2.004,0.178,237.52,8.4,0.0,1.0,18.0,1.909452699855702
2.088,0.178,236.98,8.8,0.0,2.0,17.0,2.0818798611111116
2.11,0.174,237.35,8.8,0.0,1.0,17.0,2.0810246230158724
1.944,0.084,236.56,8.2,0.0,2.0,17.0,1.9417254105339095
1.92,0.074,236.76,8.0,0.0,1.0,17.0,1.922956186507935
1.928,0.074,235.98,8.0,0.0,2.0,17.0,1.9153389841269846
1.93,0.076,237.42,8.0,0.0,1.0,18.0,1.9235269642857125
1.906,0.0,237.81,8.0,0.0,1.0,17.0,1.9103672301587293
1.802,0.0,238.05,7.6,0.0,0.0,17.0,1.8181397738095242
1.824,0.0,237.72,7.6,0.0,0.0,18.0,1.826384853174603
1.844,0.0,237.46,7.6,0.0,0.0,17.0,1.8335256587301572
1.85,0.0,236.62,7.8,0.0,0.0,17.0,1.8502210652958155
1.836,0.0,236.83,7.6,0.0,0.0,17.0,1.8345416587301573
1.854,0.0,236.83,7.8,0.0,1.0,18.0,1.8541511746031736
1.828,0.0,236.37,7.6,0.0,0.0,17.0,1.8335693968253957
1.848,0.0,236.44,7.8,0.0,0.0,17.0,1.8498011843434348
1.836,0.0,236.9,7.6,0.0,0.0,17.0,1.8346999920634905
1.854,0.0,236.89,7.8,0.0,0.0,17.0,1.8545183015873012
1.854,0.0,237.14,7.8,0.0,0.0,17.0,1.8560706111111112
1.834,0.0,236.59,7.6,0.0,1.0,18.0,1.828312059523809
1.886,0.0,239.05,7.8,0.0,0.0,17.0,1.8835325396825382
1.862,0.0,238.73,7.8,0.0,0.0,18.0,1.877963928571426
1.986,0.084,238.38,8.2,0.0,0.0,17.0,1.978542706820957
1.97,0.092,238.95,8.2,0.0,0.0,17.0,1.9697946955266974
1.97,0.092,237.89,8.2,0.0,0.0,18.0,1.9589263207070724
1.952,0.088,238.09,8.2,0.0,0.0,17.0,1.974390179043179
1.99,0.144,238.18,8.4,0.0,1.0,18.0,1.945453018037518
2.046,0.292,238.49,8.6,0.0,0.0,17.0,2.018987361111112
1.956,0.156,238.66,8.2,0.0,0.0,17.0,1.9514077752525258
1.842,0.092,238.9,7.6,0.0,0.0,18.0,1.8302605476190479
2.38,0.134,238.28,10.0,0.0,0.0,17.0,2.342814895382395
2.072,0.092,238.16,8.6,0.0,0.0,18.0,2.0177453849206346
2.054,0.102,239.16,8.6,0.0,1.0,17.0,2.0409801428571424
1.548,0.094,239.61,6.4,0.0,0.0,18.0,1.5419644058441562
1.476,0.104,240.37,6.2,0.0,0.0,17.0,1.5026444549062046
1.356,0.084,241.06,5.6,0.0,0.0,18.0,1.3556985360750367
1.398,0.082,242.1,5.8,0.0,0.0,18.0,1.4042947976190476
1.354,0.072,241.43,5.6,0.0,0.0,18.0,1.3555547301587303
1.374,0.078,241.38,5.6,0.0,1.0,18.0,1.3626389325396824
1.362,0.074,242.13,5.6,0.0,0.0,18.0,1.360907343073594
1.35,0.072,241.54,5.6,0.0,0.0,18.0,1.35342107936508
1.338,0.07,240.78,5.4,0.0,0.0,17.0,1.3373714105339098
1.34,0.07,241.06,5.4,0.0,0.0,18.0,1.3400398373015878
1.368,0.068,240.59,5.6,0.0,0.0,18.0,1.3715876428571427
2.048,0.106,240.53,8.8,0.0,0.0,18.0,2.041110496031746
2.41,0.056,240.03,10.0,0.0,0.0,17.0,2.3981066150793655
2.218,0.0,240.46,9.2,0.0,0.0,18.0,2.167839242063495
2.36,0.0,240.1,9.8,0.0,0.0,18.0,2.360416682539682
2.364,0.0,240.19,9.8,0.0,0.0,17.0,2.364221103174602
2.36,0.0,239.62,9.8,0.0,0.0,18.0,2.360481968253967
2.37,0.0,240.28,9.8,0.0,0.0,18.0,2.3657181309523794
2.38,0.0,240.81,9.8,0.0,0.0,17.0,2.3765592471139976
2.356,0.0,239.41,9.8,0.0,0.0,18.0,2.3598597958152943
2.354,0.0,239.23,9.8,0.0,0.0,17.0,2.356730307720056
2.364,0.0,239.88,9.8,0.0,0.0,18.0,2.36004673015873
2.368,0.0,240.42,9.8,0.0,0.0,18.0,2.3661018809523804
2.364,0.0,240.25,9.8,0.0,0.0,17.0,2.3650233095238082
2.362,0.0,240.35,9.8,0.0,0.0,18.0,2.364048857142856
2.374,0.0,240.89,9.8,0.0,0.0,18.0,2.3728469206349194
2.372,0.0,240.81,9.8,0.0,0.0,18.0,2.3751593740981236
2.486,0.126,241.18,10.2,0.0,0.0,17.0,2.469572491341991
2.498,0.15,242.25,10.2,0.0,0.0,18.0,2.459020265873016
1.888,0.1,243.13,7.8,0.0,0.0,11.0,1.8511818419913408
1.544,0.098,244.03,6.2,0.0,0.0,0.0,1.500558996031746
1.528,0.094,243.29,6.2,0.0,0.0,0.0,1.4957626626984128
1.488,0.098,242.9,6.0,0.0,0.0,0.0,1.4038032301587307
1.336,0.098,242.67,5.4,0.0,0.0,0.0,1.3073011904761913
1.34,0.096,243.24,5.4,0.0,0.0,0.0,1.338192246753247
1.344,0.098,243.76,5.4,0.0,0.0,0.0,1.3305476158008651
1.332,0.094,242.57,5.4,0.0,0.0,0.0,1.2962065674603176
1.336,0.094,242.93,5.4,0.0,0.0,0.0,1.3272836666666674
1.342,0.098,243.66,5.4,0.0,0.0,0.0,1.3315157507215005
1.34,0.098,243.55,5.4,0.0,0.0,0.0,1.3355700205627707
1.344,0.102,244.36,5.4,0.0,0.0,0.0,1.3320647705627697
1.416,0.0,243.99,5.8,0.0,0.0,0.0,1.3319871825396827
1.42,0.0,244.1,5.8,0.0,0.0,0.0,1.340676031746032
1.28,0.0,244.09,5.2,0.0,0.0,0.0,1.105704547619048
1.278,0.0,243.65,5.2,0.0,0.0,0.0,1.0798093690476191
1.688,0.064,242.04,7.0,0.0,0.0,0.0,1.652269973304473
1.948,0.064,240.76,8.0,0.0,0.0,0.0,1.885548353174603
1.984,0.094,241.31,8.2,0.0,0.0,0.0,1.919172948412698
2.324,0.27,240.82,9.6,0.0,0.0,0.0,2.288793563492062
2.122,0.126,240.45,8.8,0.0,0.0,0.0,2.081644051226551
1.904,0.12,240.82,8.0,0.0,0.0,0.0,1.8791448037518033
2.144,0.162,240.05,9.0,0.0,0.0,0.0,2.114138702075701
2.166,0.166,241.14,9.0,0.0,0.0,0.0,2.1126118167943155
2.004,0.172,241.87,8.4,0.0,0.0,0.0,1.9432460714285704
1.898,0.138,242.19,7.8,0.0,0.0,0.0,1.7348095840548348
1.626,0.0,242.22,6.6,0.0,0.0,0.0,1.4822702936507937
1.784,0.0,242.12,7.6,0.0,1.0,0.0,1.696480844516594
3.466,0.0,240.67,14.4,0.0,37.0,0.0,3.4469036071428563
2.922,0.05,240.39,12.6,0.0,29.0,0.0,2.891558357142857
3.324,0.0,240.42,13.8,0.0,35.0,0.0,3.3139374920634936
2.51,0.054,241.98,10.8,0.0,32.0,0.0,2.5213397420634904
2.714,0.0,241.98,11.4,0.0,33.0,0.0,2.725688212481962
2.788,0.054,241.51,11.6,0.0,36.0,0.0,2.762123027777777
3.366,0.0,241.38,13.8,0.0,37.0,0.0,3.3269076825396833
3.532,0.0,241.34,14.6,0.0,36.0,0.0,3.457684845238096
4.144,0.222,237.13,17.4,0.0,36.0,0.0,4.131214563492065
4.142,0.168,238.27,17.4,0.0,35.0,0.0,4.15061228968254
4.186,0.184,238.11,17.6,0.0,36.0,0.0,4.165596361111112
5.342,0.406,236.75,23.0,0.0,35.0,0.0,5.383348551587302
5.586,0.424,236.01,23.8,0.0,35.0,0.0,5.5646677738095285
4.166,0.172,238.3,17.4,0.0,36.0,0.0,4.154502531746032
4.216,0.232,238.96,17.6,0.0,37.0,0.0,4.184705134199134
3.266,0.308,240.64,14.0,0.0,25.0,0.0,3.3189984087301587
4.258,0.492,239.29,18.8,0.0,26.0,0.0,4.368862551587302
5.15,0.578,238.97,21.8,0.0,37.0,0.0,5.174688816378066
4.038,0.526,240.68,17.6,0.0,32.0,0.0,4.104325324675322
2.76,0.432,241.19,12.6,0.0,21.0,0.0,3.000270209595959
4.412,0.512,239.57,18.8,0.0,37.0,0.0,4.369508123015873
4.126,0.502,239.57,18.0,0.0,35.0,0.0,4.166906777777779
3.322,0.45,241.03,14.2,0.0,17.0,0.0,3.371862626984127
3.356,0.272,241.05,14.2,0.0,38.0,0.0,3.373221007936509
3.838,0.374,240.59,16.6,0.0,30.0,0.0,3.930613690476189
3.182,0.424,241.68,13.8,0.0,22.0,0.0,3.2070379920634946
3.54,0.266,242.2,15.0,0.0,38.0,0.0,3.4437728997114005
2.078,0.314,243.28,9.0,0.0,24.0,0.0,2.0439753069985582
2.49,0.282,242.07,10.6,0.0,29.0,0.0,2.494687511904763
2.764,0.298,242.01,11.6,0.0,36.0,0.0,2.742911124819624
1.798,0.296,243.28,7.6,0.0,18.0,0.0,1.7470477063492067
3.004,0.294,242.56,12.4,0.0,37.0,0.0,2.9757421062271074
2.17,0.296,243.94,9.4,0.0,26.0,0.0,2.1787505277777774
2.412,0.308,242.94,10.4,0.0,28.0,0.0,2.463836722222222
2.75,0.288,242.88,11.6,0.0,35.0,0.0,2.7468542774170275
1.834,0.324,244.06,7.8,0.0,18.0,0.0,1.8208855515873006
2.936,0.216,242.78,12.2,0.0,38.0,0.0,2.8875363769841296
1.992,0.202,242.59,8.6,0.0,24.0,0.0,1.988153168109668
2.42,0.18,242.1,10.4,0.0,29.0,0.0,2.4605047460317477
2.51,0.198,242.44,10.6,0.0,32.0,0.0,2.523446879870132
1.904,0.192,243.51,8.2,0.0,21.0,0.0,1.86972655952381
2.92,0.202,243.3,12.0,0.0,38.0,0.0,2.8905789404761904
1.724,0.196,243.87,7.2,0.0,20.0,0.0,1.4599038769841266
2.686,0.196,242.32,11.2,0.0,33.0,0.0,2.6462275631313137
2.182,0.186,242.8,9.4,0.0,27.0,0.0,2.1927132023809515
2.214,0.194,241.73,9.6,0.0,26.0,0.0,2.234195011904761
2.712,0.232,241.95,11.4,0.0,35.0,0.0,2.7188534704184724
1.848,0.344,242.96,7.8,0.0,18.0,0.0,1.8202474722222215
2.986,0.302,241.63,12.4,0.0,37.0,0.0,2.9793082252747265
1.958,0.24,241.88,8.4,0.0,22.0,0.0,1.9371531150793648
2.508,0.184,241.31,10.8,0.0,29.0,0.0,2.5403901111111127
2.41,0.214,242.55,10.4,0.0,29.0,0.0,2.4434560970418486
2.044,0.204,242.88,8.8,0.0,21.0,0.0,2.009485148268398
2.844,0.202,241.03,11.8,0.0,36.0,0.0,2.845736193722944
1.71,0.208,242.76,7.2,0.0,17.0,0.0,1.6605823174603174
2.792,0.204,241.54,11.6,0.0,34.0,0.0,2.742605611111109
1.992,0.2,242.2,8.6,0.0,22.0,0.0,1.981144841269841
2.43,0.21,242.04,10.4,0.0,28.0,0.0,2.4396256309523827
2.354,0.192,241.46,10.2,0.0,29.0,0.0,2.447060686507937
2.036,0.206,241.22,8.8,0.0,21.0,0.0,2.0451090873015874
2.736,0.116,240.33,11.4,0.0,36.0,0.0,2.7204402561327568
1.6,0.07,240.83,6.8,0.0,16.0,0.0,1.5707964722222234
2.712,0.048,240.45,11.4,0.0,34.0,0.0,2.719950085497836
1.928,0.07,241.18,8.4,0.0,23.0,0.0,1.8945300396825389
2.3,0.05,240.33,10.0,0.0,27.0,0.0,2.3843888650793663
2.368,0.058,239.85,10.2,0.0,30.0,0.0,2.383049388888887
1.818,0.0,238.01,8.0,0.0,19.0,0.0,1.8197101269841276
2.796,0.092,236.83,11.8,0.0,35.0,0.0,2.7790634145021653
1.906,0.158,239.87,8.2,0.0,22.0,0.0,1.9218752063492064
2.436,0.152,238.79,10.6,0.0,28.0,0.0,2.445710384920634
2.472,0.146,238.9,10.6,0.0,30.0,0.0,2.450452884920635
1.812,0.16,239.26,7.8,0.0,18.0,0.0,1.8136794404761911
2.582,0.14,238.7,11.2,0.0,33.0,0.0,2.6130093463203474
1.096,0.174,240.12,5.0,0.0,8.0,0.0,1.134887186507936
1.304,0.154,240.07,6.0,0.0,9.0,0.0,1.3468149722222227
2.144,0.154,239.03,9.4,0.0,24.0,0.0,2.1785599523809513
2.3,0.094,239.75,10.4,0.0,27.0,0.0,2.404380853174603
2.33,0.052,239.67,10.2,0.0,30.0,0.0,2.3698495714285706
0.804,0.064,241.77,3.6,0.0,4.0,0.0,0.8213891765456767
1.52,0.068,240.96,6.6,0.0,14.0,0.0,1.526320623015874
1.976,0.048,240.29,9.0,0.0,21.0,0.0,2.009823928266178
2.774,0.046,239.15,11.6,0.0,37.0,0.0,2.7622545580808078
0.964,0.06,240.88,4.8,0.0,7.0,0.0,0.9781957063492066
0.828,0.072,241.06,3.8,0.0,4.0,0.0,0.8624239682539674
0.838,0.096,240.67,3.8,0.0,3.0,0.0,0.8581990992063485
0.932,0.198,240.54,4.2,0.0,4.0,0.0,0.9114929036796536
0.888,0.186,240.49,4.0,0.0,3.0,0.0,0.8933474563492065
0.916,0.196,240.37,4.2,0.0,3.0,0.0,0.9118439274891776
0.884,0.194,240.74,4.0,0.0,3.0,0.0,0.8899323452380956
0.914,0.202,240.87,4.2,0.0,4.0,0.0,0.90992787987013
0.734,0.152,241.62,3.4,0.0,1.0,0.0,0.7299395515873013
0.704,0.148,242.59,3.2,0.0,0.0,0.0,0.7351167777777775
0.728,0.152,242.58,3.4,0.0,0.0,0.0,0.7523881244588744
0.72,0.146,241.82,3.4,0.0,0.0,0.0,0.7309757236652236
0.716,0.142,241.16,3.4,0.0,1.0,0.0,0.7361019444444444
0.722,0.144,241.04,3.4,0.0,0.0,0.0,0.7339586284271283
0.698,0.142,241.17,3.2,0.0,0.0,0.0,0.7309298055555551
0.72,0.154,242.33,3.4,0.0,0.0,0.0,0.7418790689033188
0.664,0.094,243.15,3.2,0.0,0.0,0.0,0.6711420764790763
0.628,0.0,243.53,3.0,0.0,0.0,0.0,0.6163759336219337
0.616,0.0,244.27,3.0,0.0,0.0,0.0,0.6035971071428573
0.628,0.0,243.82,3.0,0.0,1.0,0.0,0.6110108344155845
0.606,0.0,243.06,2.8,0.0,0.0,0.0,0.6048475263347767
0.622,0.0,242.94,3.0,0.0,0.0,0.0,0.6166025169552671
0.604,0.0,243.38,2.8,0.0,0.0,0.0,0.6055467168109671
0.616,0.0,240.45,3.0,0.0,0.0,0.0,0.6146509960317461
0.602,0.0,240.89,2.8,0.0,0.0,0.0,0.5841387341269841
0.616,0.0,240.06,3.0,0.0,1.0,0.0,0.6131138134920636
0.632,0.0,239.82,3.0,0.0,0.0,0.0,0.6271111865079363
0.7,0.114,240.4,3.2,0.0,0.0,0.0,0.7319622907647906
0.882,0.094,240.77,4.0,0.0,0.0,0.0,0.9606308095238099
1.932,0.086,239.86,8.0,0.0,0.0,0.0,1.8632084206349202
1.446,0.082,239.48,6.2,0.0,0.0,0.0,1.478354937423687
1.346,0.088,238.52,5.8,0.0,1.0,0.0,1.3613551428571435
0.968,0.09,239.5,4.0,0.0,0.0,0.0,0.9631401868686864
0.986,0.094,239.38,4.0,0.0,0.0,0.0,0.9708715916305919
0.964,0.088,239.17,4.0,0.0,0.0,0.0,0.9614609011544009
1.012,0.094,239.75,4.2,0.0,0.0,0.0,0.99729253968254
0.994,0.0,240.08,4.0,0.0,0.0,0.0,0.97413269993895
0.988,0.0,240.91,4.0,0.0,1.0,0.0,0.9651082832722833
0.97,0.0,240.93,4.0,0.0,0.0,0.0,0.9704656523199021
1.102,0.0,242.24,4.4,0.0,0.0,0.0,1.0516383611111104
0.766,0.0,242.04,3.2,0.0,0.0,0.0,0.6258844058441557
0.81,0.132,241.01,3.4,0.0,0.0,0.0,0.8035759841269844
0.802,0.128,240.48,3.4,0.0,0.0,0.0,0.7911389029581537
0.794,0.126,240.37,3.2,0.0,0.0,0.0,0.7556996507936512
0.806,0.13,240.82,3.4,0.0,1.0,0.0,0.790603793650794
0.786,0.126,240.87,3.2,0.0,0.0,0.0,0.762824912698413
0.804,0.132,241.11,3.4,0.0,0.0,0.0,0.7999730418192922
0.884,0.256,241.65,3.8,0.0,2.0,0.0,0.8571499134199135
0.884,0.256,241.6,3.8,0.0,2.0,0.0,0.8522465919913421
0.866,0.254,241.95,3.6,0.0,1.0,0.0,0.8334145216450227
0.882,0.258,241.76,3.8,0.0,2.0,0.0,0.8580964411976914
0.86,0.25,241.21,3.6,0.0,1.0,0.0,0.8201495064935073
0.858,0.26,242.01,3.6,0.0,2.0,0.0,0.827377295454546
0.826,0.26,242.85,3.6,0.0,1.0,0.0,0.8358449621212128
0.81,0.25,243.81,3.4,0.0,2.0,0.0,0.7771634523809525
0.714,0.13,244.49,3.0,0.0,2.0,0.0,0.7137458740981241
0.736,0.134,244.15,3.0,0.0,1.0,0.0,0.7165167550505045
0.716,0.126,243.56,3.0,0.0,2.0,0.0,0.7117927366522365
0.734,0.132,243.75,3.0,0.0,1.0,0.0,0.7135166955266952
0.714,0.126,243.86,3.0,0.0,2.0,0.0,0.7109134733044732
0.728,0.128,242.99,3.0,0.0,1.0,0.0,0.7200642683982679
0.706,0.122,242.65,2.8,0.0,2.0,0.0,0.6856129498556994
0.724,0.128,243.03,3.0,0.0,1.0,0.0,0.7200392683982679
0.698,0.122,243.03,2.8,0.0,2.0,0.0,0.6880058228715724
0.752,0.154,242.55,3.2,0.0,1.0,0.0,0.727691722222222
0.768,0.224,241.95,3.2,0.0,1.0,0.0,0.7174813730158728
0.618,0.232,242.18,2.8,0.0,2.0,0.0,0.604646821428571
0.584,0.258,242.11,2.6,0.0,2.0,0.0,0.5866288134920636
0.718,0.296,242.02,3.2,0.0,5.0,0.0,0.692343107142857
0.716,0.3,242.24,3.2,0.0,4.0,0.0,0.6877243095238091
0.714,0.296,242.27,3.2,0.0,5.0,0.0,0.6906133809523807
0.714,0.298,241.87,3.2,0.0,5.0,0.0,0.6920062738095237
0.686,0.24,242.66,3.0,0.0,4.0,0.0,0.6686034595959593
0.65,0.182,242.99,2.8,0.0,3.0,0.0,0.6526373704906203
0.602,0.106,243.36,2.4,0.0,3.0,0.0,0.5511533287545789
0.524,0.05,243.8,2.2,0.0,3.0,0.0,0.5088615086580086
0.376,0.0,243.35,1.6,0.0,0.0,0.0,0.38078538888888885
0.396,0.0,244.51,1.6,0.0,0.0,0.0,0.39051813095238097
0.372,0.0,244.67,1.4,0.0,0.0,0.0,0.32547334343434337
0.48,0.106,244.59,2.0,0.0,1.0,0.0,0.4585541536796538
0.484,0.146,244.94,2.0,0.0,0.0,0.0,0.4793771735209236
0.498,0.15,244.64,2.0,0.0,0.0,0.0,0.4865216190476187
0.478,0.146,244.85,2.0,0.0,0.0,0.0,0.4793771735209236
0.494,0.15,244.75,2.0,0.0,0.0,0.0,0.489793706349206
0.478,0.15,245.64,2.0,0.0,0.0,0.0,0.4868785515873011
0.494,0.156,245.66,2.0,0.0,1.0,0.0,0.48749589285714257
0.476,0.148,245.11,2.0,0.0,0.0,0.0,0.4799129354256854
0.498,0.154,245.07,2.2,0.0,0.0,0.0,0.5083113333333331
